ID,Language_ID,Headword,Part_Of_Speech,Attribution,Additional_Information,PDLMA
naruzaa,jzd,(na)ruzaà,a,EJG;RLC;VP,a:sim,(na-)ru-zaa*
naruku,jzd,(na)rucu,a,EJG;JLC;ND;RGL;RLC,a:sim,(na-)ruku
narungu,jzd,(na)rungù,a,JLC;RGL;VC,a:sim,(na-)rungu*
naruuzhe,jzd,(na)ruùxè',a,EJG;JLC;RGL,a:dv1sim,(na-)ruu*zhe*
naruxi,jzd,(na)ruxhì,a,EJG;RLC,a:sim,(na-)ruxi*
narwaalaga,jzd,(na)ruaalàga,s,RGL;RLC,,(na-)rwaa=la*ga
nasa,jzd,(na)sa,a,EJG;JLC;ND;RGL;RLC;VP,"a:sim, dsp",(na-)sa
nasa7mpa,jzd,(na)sá'mpa',a,JLC;RLC,a:sim,(na-)sa!7mpa
nasapi,jzd,(na)sàpi,a,JLC;RLC,a:sim,(na-)sa*pi
nasee,jzd,(na)see,a,JLC;RGL;VC,a:sim,(na-)see
nasisi,jzd,(na)sisi,a,EJG;JLC;ND;RGL;RLC;VP,a:sim,(na-)sisi
nasu,jzd,nasu,a,EJG;RLC;VC;VP,a:sim,(na-)su
nataaba,jzd,nataaba',a,EJG;JLC;ND;RGL;RLC;VP,a:sim,(na-)taaba
nataadxi,jzd,(na)taadxi',a,EJG;ND;RLC;VP,a:sim,(na-)taadxi
nataaka,jzd,(na)taacà',a,EJG;JLC;ND;RLC;VC,a:sim,(na-)taaka*
nataala,jzd,(na)taalà',a,EJG;JLC;ND;RGL;VP,a:sim,(na-)taala*
nataata,jzd,(na)taata',a,EJG;JLC;ND;RGL;VC;VP,a:sim,(na-)taata
nate,jzd,nate,a,EJG;RGL;RLC;VP,a:sim,(na-)te
natende,jzd,(na)tendè,a,EJG;JLC;ND;RGL;VP,a:sim,(na-)tende*
natilapa7,jzd,(na)ti lapá',a,JLC;RLC;VC,a:dv1sim,(na-)ti+ lapa!7
natigu,jzd,natigu,a,EJG;RLC;VP,a:sim,(na-)tigu
natiiba,jzd,(na)tiiba',a,EJG;RGL;VC,a:sim,(na-)tiiba
natiki,jzd,(na)tiqui,a,FSL;VC,a:sim,(na-)tiki
natipi,jzd,(na)tipi,a,EJG;ND;VP,a:sim,(na-)tipi
natunku,jzd,(na)tùncu,a,JLC;RLC,a:sim,(na-)tu*nku
natuucha,jzd,(na)tuucha',a,EJG;JLC;ND;VP,a:sim,(na-)tuucha
natuumbu,jzd,(na)tuumbu',a,EJG;JLC;ND;RLC;VP,a:sim,(na-)tuumbu
natuutu,jzd,(na)tuutu',a,RGL,a:sim,(na-)tuutu
nawati,jzd,(na)huatì,a,EJG;ND;RGL;RLC;VP,a:sim,(na-)wati*
naweku,jzd,(na)huècu,a,RGL,a:sim,(na-)we*ku
nawera,jzd,(na)huèra,a,RLC,a:sim,(na-)we*ra
naweru,jzd,(na)huèru,a,RGL,a:sim,(na-)we*ru
nawiini,jzd,(na)huiini',a,EJG;ND;VP,a:sim,(na-)wiini
naxtrooko,jzd,(na)xtroocò',a,EJG;VP,a:sim,(na-)x.trooko*
naxaaya,jzd,(na)xhaaya',a,VC,a:sim,(na-)xaaya
naxadxi,jzd,(na)xhadxi,a,EJG;ND;VC,a:sim,(na-)xadxi
naxaku,jzd,(na)xhacu,a,EJG;ND;VC;VP,a:sim,(na-)xaku
naxeembe,jzd,(na)xheembe',a,EJG,a:sim,(na-)xeembe
naxeta,jzd,(na)xheta,a,EJG;VP,a:sim,(na-)xeta
naxii,jzd,(na)xhii,a,EJG;JLC;ND;RGL;VP,a:sim,(na-)xii
naxiidi,jzd,(na)xhiidi',a,RLC,a:sim,(na-)xiidi
naxiiwi,jzd,(na)xhiihui',a,EJG;ND,a:sim,(na-)xiiwi
naxoka,jzd,(na)xhoca,a,EJG;VC;VP,a:sim,(na-)xoka
naxondanyee,jzd,(na)xhondà ñee,a,EJG;ND,a:sim,(na-)xonda* nyee
naxuuni,jzd,(na)xhuuni',a,VP,a:sim,(na-)xuuni
naxuuta,jzd,(na)xhuuta',a,VC,a:sim,(na-)xuuta
naxuxu,jzd,(na)xhuxhù,a,EJG;ND;RLC;VP,a:sim,(na-)xuxu*
nayaandelu,jzd,(na)yelé',a,EJG;VP,a:dv1sim,(na-)y.aande* lu
nayache,jzd,(na)yachè,a,EJG;JLC;ND;RLC;VP,a:sim,(na-)y.ache*
nayelle7,jzd,(na)yelé',a,EJG;ND;RGL;RLC;VC;VP,a:sim,(na-)y.elle!7
nayuudxu,jzd,(na)yuudxu',a,EJG;JLC;ND;RGL;VP,a:sim,(na-)y.uudxu
naya7nda,jzd,(na)yá'nda',a,JLC;RGL,a:sim,(na-)ya!7nda
naya7ni,jzd,(na)yá'ni',a,EJG;ND;RGL;VP,a:dv1sim,(na-)ya!7ni
naya,jzd,(na)yà,a,EJG;JLC;ND;RGL;RLC;VP,a:sim,(na-)ya*
nayaachi,jzd,(na)yaàchì',a,VC,a:sim,(na-)yaa*chi*
nayaawi,jzd,(na)yaàhuì',a,EJG;RGL;RLC;VC;VP,a:sim,(na-)yaa*wi*
nayaabi,jzd,(na)yaabi',a,EJG;ND;RGL;RLC;VP,a:sim,(na-)yaabi
nayaalla,jzd,(na)yaalà',a,EJG;FSL;VP,a:sim,(na-)yaalla*
nayachi7,jzd,(na)yachí',a,EJG;RLC,a:sim,(na-)yachi!7
nayana7,jzd,(na)yaná',a,EJG;RGL;VP,a:dv1sim,(na-)yana!7
nayaya,jzd,(na)yayà,a,EJG;JLC;RGL;VP,a:sim,(na-)yaya
nayeche7,jzd,(na)yeché',a,EJG;RGL;RLC;VP,a:dvsim,(na-)yeche!7
nayi7,jzd,(na)yì',a,EJG;JLC;RGL;RLC;VP,a:sim,(na-)yi*7
nayooxo,jzd,(na)yooxho',a,EJG;VP,a:sim,(na-)yooxo
nayu7la,jzd,(na)yú'la',a,EJG;ND;RGL;RLC;VP,a:sim,(na-)yu!7la
nayuu,jzd,(na)yuù,a,EJG;ND;RGL;VP,a:sim,(na-)yuu*
nayuxu7,jzd,(na)yuxhú',a,EJG;ND;VC;VP,a:sim,(na-)yuxu!7
nazanda,jzd,(na)zandà,a,EJG,a:sim,(na-)z.anda*
nazyuula,jzd,naziuula',a,EJG;VP,a:sim,(na-)z.yuula
nazhada,jzd,(na)xáda,a,EJG;JLC;ND;RLC;VP,a:sim,(na-)zha!da
nazhebe7,jzd,(na)xebé',a,EJG;JLC;ND,a:dv1sim,(na-)zhebe!7
nazhenzhe,jzd,(na)xenxè,a,EJG;VC,a:sim,(na-)zhenzhe*
nazhi,jzd,(na)xi,a,EJG;RGL;VP,a:sim,(na-)zhi
nazhigi7,jzd,naxiguí',a,JLC;VC,a:sim,(na-)zhigi!7
nazhii,jzd,(na)xiì,a,JLC;RLC,a:sim,(na-)zhii*
nazhubi,jzd,(na)xubi,a,EJG;JLC;RGL;RLC;VP,a:sim,(na-)zhubi
nazhyela,jzd,(na)xiéla,a,JLC;RGL;RLC,a:sim,(na-)zhye!la
naziizi,jzd,(na)ziìzì',a,EJG;ND;RLC,a:sim,(na-)zii*zi*
nazya7,jzd,(na)zia',a,EJG;JLC;ND;RLC;VP,a:sim,(na-)zya7
ninkezha,jzd,(nin) quéxà,itj,EJG,,(nin) ke! +zha*
nisabenyeyuudxu,jzd,(nisa) beñe yuudxu',s,JLC;RLC;VC,,(nisa) benye yuudxu
nisachiirri,jzd,(nisa) chiìrrì',s,EJG;VC,,(nisa) chii*rri*
nisaxinni,jzd,(nisa) xhìnnì,s,EJG;JLC;ND;RGL;RLC;VP,,(nisa) xi*nni*
uxwakatedepoyo,jzd,(uxh) huacate de poyo,itj,RGL,,(ux) waka=te de poyo
xtkutchi,jzd,(xht) cútchi,smb,RGL,,(xt) ku!tchi
yabedeestilsu,jzd,riaase',s,JAR;RGL;RLC,,(ya*be de e)sti*lsu
yagabyaagetacha7wibyaagetachaawibyaawiini,jzd,(yaga) biaà gueta chá'hui' ~ biaà gueta chaahui' ~ biaà huiini',s,,,(yaga) byaa* geta cha!7wi ~ byaa* geta chaawi ~ byaa* wiini
zhumaleyaga,jzd,(xu)màle yaga,s,RLC,s:pos,(zh.u)ma*le yaga
be,jzd,be,prn,JLC;RLC,prn:3r,+be*
di7,jzd,dí',dem,ND;RLC,,+di!7
du,jzd,du,av,EJG,,+du
du-2,jzd,du,prn,JLC;RLC,prn:4X,+du*
dutu,jzd,dutu,av,EJG;JLC;ND;RLC,,+dutu
ka7,jzd,cá',prt,,,+ka!7
ka,jzd,cà,dem,JLC;ND;RLC;VP,,+ka*
ke,jzd,què,dem,ND;VP,,+ke*
keka,jzd,quècà,dem,ND;VP,,+ke* +ka*
lu7,jzd,lu',prn,JLC;RLC,prn:2,+lu7
me,jzd,me,prn,,prn:3n-r,+me*
ni,jzd,ni,prn,ND;RLC;VP,prn:3i,+ni*
ni7,jzd,ni',prn,EJG;JLC;RLC;VP,prn:3n,+ni7
nu,jzd,nu,prn,JLC;RLC,prn:4I,+nu*
pe7,jzd,pe',enf,EJG;ND;RGL;RLC,,+pe7
ru7,jzd,rú',prt,ND;VP,,+ru!7
si,jzd,sì,prt,JLC;VP,,+si*
ti7,jzd,tí',av,VC,,+ti!7
tu,jzd,tu,prn,RLC,prn:5,+tu*
ya7,jzd,yá',prn,,prn:1,+ya!7
zha,jzd,xá,prt,VC;VP,"prt, xcl",+zha!
zha-2,jzd,xà,prn,VC;VP,prn:3m,+zha*
zhe,jzd,xè,prn,VC;VP,prn:3ch,+zhe*
ywa7,jzd,rua'  ~ riua',v,JLC;ND;RGL;RLC;VP,vA~B:t,-(y.)wa7
a,jzd,ra,v,EJG;RLC;VP,vA:i,-a
a7de,jzd,ra'de',v,EJG;JLC;ND;VP,vC:t,-a7de
a7ga,jzd,ra'ga',v,EJG;JLC;ND;VP,vC:i,-a7ga
a7gi,jzd,ra'gui',v,EJG;JLC;ND;RGL;VP,vC:i,-a7gi
a7sa1,jzd,ra'sa',v,EJG;JLC;ND;RGL;RLC;VP,vC:t,-a7sa
a7sa2,jzd,ra'sa',v,EJG;JLC;ND;RLC,vC:i,-a7sa
a7ta,jzd,ra'ta',v,EJG;JLC;ND;RGL;RLC;VP,vC:i,-a7ta
a7taninyu,jzd,ra'ta' nìñu,v,EJG;RLC,vC:i,-a7ta ni*nyu
a7tabidxichi,jzd,ra'ta'bidxichi,v,EJG;ND;RLC,vC:i,-a7ta=bi-dxichi
a7tabweltu,jzd,ra'ta'buèltu,v,EJG;ND;RLC,vC:i,-a7ta=bwe*ltu
a7tadxi,jzd,ra'ta'dxi,v,EJG;ND;RLC,vC:i,-a7ta=dxi
a7tadxi-2,jzd,ra'ta'dxì,v,EJG;ND;RLC,vC:i,-a7ta=dxi*
a7tagudaa,jzd,ra'ta'gudaà,v,EJG;JLC;ND;RGL;VP,vC:i,-a7ta=gu-daa*
a7takwe7,jzd,ra'ta'cue',v,EJG;JLC;ND;RGL;RLC,vC:i,-a7ta=kwe7
a7tana,jzd,ra'ta'na,v,EJG;JLC;ND;RGL;RLC;VP,vC:i,-a7ta=na
a7tarilu,jzd,ra'ta'rilu,v,EJG;JLC;RGL;RLC;VC,vC:i,-a7ta=ri+ lu
a7tasa,jzd,ra'ta'sa,v,EJG;JLC;ND;RGL;RLC,vC:i,-a7ta=sa
a7tata7,jzd,ra'ta'ta',v,EJG;RLC,vC:i,-a7ta=ta7
a7tazhya,jzd,ra'ta'xià,v,RLC,vC:i,-a7ta=zhya*
aana,jzd,raana',v,EJG;JLC;ND;RLC;VP,vB:t,-aana
aande,jzd,raande',v,VC,vA:i,-aande
aani,jzd,raani',v,EJG;JLC;ND;VC;VP,vB:t,-aani
aanina7,jzd,raani'nà',v,EJG;JLC;ND;RLC;VC;VP,vC:t,-aani=na*7
abi,jzd,rabi,v,EJG;JLC;ND;RLC;VP,vCirr:a,-abi
abidiidxagidxa,jzd,rabi diidxa' guìdxa,v,JLC,vCirr:t,-abi # diidxa gi*dxa
abi-2,jzd,rabì,v,EJG;JLC;ND;RGL;RLC;VP,vC:a,-abi*
abiabisi,jzd,rabì rabìsì,v,RGL;RLC,vC:a,-abi* -abi* +si*
ache,jzd,rache,v,EJG;JLC;ND;RGL;RLC;VP,vC:i,-ache
achelu,jzd,rache lu,v,EJG;ND;RGL;RLC;VC,vC:i,-ache # lu
achereza,jzd,rache rireza,v,JLC,vC:i # vB:i,-ache -reza
ache-2,jzd,rachè,v,EJG;JLC;ND;RLC;VP,vC:i,-ache*
achextiidxa,jzd,rachè xtiidxa',v,RLC,vC:i,-ache* # x.tiidxa
achelu-2,jzd,rachelu,v,EJG;JLC;ND;VP,vC:t,-ache=lu
achendu,jzd,rachendu,v,EJG;ND;RLC;VC,vC:i,-ache=ndu
achenisarwaa,jzd,rachenisa ruaa,v,EJG;RLC,vC:i,-ache=nisa # rwaa
achexki7,jzd,rachexqui',v,EJG;JLC,vC:i,-ache=x.ki7
achexki7xkula7,jzd,rachexqui' xculà',v,RLC,vC:i,-ache=x.ki7 x.ku-la*7
acheyuuba,jzd,racheyuuba',v,EJG;JLC;VP,vC:i,-ache=yuuba
achezhniidxi,jzd,rachexniìdxì',v,EJG;RGL;RLC,vC:i,-ache=zh.nii*dxi*
ade,jzd,radè,v,EJG;JLC;ND;RGL;RLC;VP,vC:i,-ade*
adexxaga,jzd,radè xhaga,v,EJG;JLC;RLC,vC:i,-ade* # x.xaga
adxe,jzd,radxe,v,EJG;JLC;RLC;VP,vC:i,-adxe
adxena7,jzd,radxe nà',v,EJG;ND;RLC,vC:i,-adxe # na*7
adxi,jzd,radxi,v,EJG;JLC;RGL;RLC;VP,vC:t,-adxi
aka,jzd,raca,v,EJG;JLC;ND;RLC;VP,vC:i,-aka
akabatayar,jzd,raca batayár,v,RGL;RLC,vC:i,-aka # bata-ya!r
akabi,jzd,raca bi,v,JLC,vC:i,-aka # bi
akabibu,jzd,raca bìbu,v,RGL;RLC,vC:i vers,-aka # bi*bu
akabigu,jzd,raca bigù,v,EJG;RLC;VP,vC:i,-aka # bi-gu*
akabupu,jzd,raca bupu,v,JLC,vC:i vers,-aka # bupu
akachingiili,jzd,raca chinguiìlì',v,RGL,vC:i,-aka # chi-ngii*li*
akade,jzd,raca de,v,EJG;JLC;RLC;VP,vC:i vers,-aka # de
akadeyu,jzd,raca de yu,v,RLC,vC:i,-aka # de+ yu
akage7la,jzd,raca gue'la',v,JLC;RLC,vC:i vers,-aka # ge7la
akagi,jzd,raca gui,v,EJG,vC:i,-aka # gi
akaike,jzd,raca ique,v,RLC,vC:i,-aka # ike
akanabyuzhe,jzd,raca nabiùxè,v,EJG,vC:i vers,-aka # na-byu*zhe*
akanadipa7,jzd,raca nadipá',v,JLC;ND;RLC,vC:i vers,-aka # na-dipa!7
akanaduxu7,jzd,raca naduxhú',v,RLC;VP,vC:i vers,-aka # na-duxu!7
akanadxaba7,jzd,raca nadxabá',v,JLC;RLC;VC,vC:i vers,-aka # na-dxaba!7
akanala,jzd,raca nalà,v,JLC;RLC,vC:i vers,-aka # na-la*
akananene,jzd,raca nanenè,v,JLC;RLC,vC:i vers,-aka # na-nene*
akanawati,jzd,raca nahuatì,v,EJG;RLC,vC:i vers,-aka # na-wati*
akaniza,jzd,raca niza,v,RLC,vC:i vers,-aka # niza
akaposa,jzd,raca pòsa,v,,vC:i vers,-aka # po*sa
akapura,jzd,raca purá,v,EJG;JLC;RGL;VP,vC:i,-aka # pu-ra!
akaraya,jzd,raca ràya,v,JLC;VP,vC:t,-aka # ra*ya
akatira,jzd,raca tirá,v,EJG;ND;RLC,vC:i,-aka # ti-ra!
akatobisi,jzd,raca tobisì,v,RLC;VP,vC:i vers,-aka # tobi +si*
akawadxi,jzd,raca huadxi,v,RGL;RLC,vC:i,-aka # wa-dxi
akaxkaani,jzd,raca xcaani',v,EJG;JLC;RLC;VP,vC:i,-aka # x.kaani
akaxti7,jzd,raca xtì',v,RGL,vC:i,-aka # x.ti*7
akalanixpido7,jzd,raca lani xpido',v,ND,vC:i,-aka la-ni x.pi-do7
akaugar,jzd,raca ugár,v,RLC,vC:i,-aka u-ga!r
akaayar,jzd,raca-ayá'r,v,RLC,vC:i,-aka=a-ya!r
akabelle,jzd,racabele,v,RLC,vC:i vers,-aka=belle
akabenye,jzd,racabeñe,v,JLC;RLC,vC:i vers,-aka=benye
akabiidi,jzd,racabiidi',v,EJG;JLC;VP,vC:i vers,-aka=biidi
akabya7,jzd,racabia',v,EJG;VP,vC:t,-aka=bya7
akachaawi,jzd,racachaahui',v,EJG;JLC;RLC;VP,vC:i vers,-aka=chaawi
akachanda,jzd,racachandà,v,EJG;JLC;RGL;RLC;VC,vC:i,-aka=chanda*
akaditi,jzd,racaditi,v,EJG;JLC;ND;RGL,vC:i,-aka=diti
akadxiinya,jzd,racadxiiña',v,EJG,vC:i,-aka=dxiinya
akadxita,jzd,racadxita,v,EJG;JLC;ND,vC:i vers,-aka=dxita
akafew,jzd,racaféu,v,RGL,vC:i vers,-aka=fe!w
akafewla7dxido7,jzd,racaféu la'dxi'do',v,RLC,vC:i vers,-aka=fe!w # la7dxi=do7
akaflijir,jzd,racaflijír,v,RLC,vC:i,-aka=fli-ji!r
akaga,jzd,racaga,v,EJG;RLC,vC:i,-aka=ga
akagela,jzd,racaguela,v,EJG;RLC,vC:i vers,-aka=gela
akajubilar,jzd,racajubilár,v,RGL;RLC,vC:i,-aka=jubi-la!r
akakejar,jzd,racaquejár,v,RGL,vC:i,-aka=ke-ja!r
akakonfyar,jzd,racaconfiár,v,RGL;RLC,vC:i,-aka=ko-nfya!r
akakurar,jzd,racacurár,v,JLC;RLC,vC:i,-aka=ku-ra!r
akakwajar,jzd,racacuajár,v,RGL;RLC,vC:i,-aka=kwa-ja!r
akala7dxi,jzd,racala'dxi',v,EJG;JLC;ND;VP,vC:t,-aka=la7dxi
akalu,jzd,racalu,v,EJG;JLC;RLC;VC;VP,vC:i,-aka=lu
akalugu7,jzd,racalugú',v,JLC;RLC;VC,vC:i,-aka=lugu!7
akamanchar,jzd,racamanchár,v,RLC;VP,vC:i,-aka=ma-ncha!r
akananda,jzd,racananda,v,EJG;RGL;VP,vC:i vers,-aka=n.anda
akana,jzd,racana,v,EJG;JLC;RLC;VP,vC:i vers,-aka=na
akanaga7nda,jzd,racanagá'nda',v,RLC,vC:i vers,-aka=na-g.a!7nda
akananala7dxi,jzd,racananala'dxi',v,JLC;RGL;RLC,vC:t vers,-aka=na-na=la7dxi
akanananda,jzd,racanananda,v,JLC;RLC,vC:i vers,-aka=na-nanda
akananda7,jzd,racanandá',v,EJG;JLC;RGL;RLC;VP,vC:i vers,-aka=na-nda!7
akanawiini,jzd,racanahuiini',v,JLC;RLC,vC:i vers,-aka=na-wiini
akane,jzd,racanè,v,EJG;JLC;ND;RGL;VP,vC:t,-aka=ne*
akapasar1,jzd,racapasár,v,RGL;RLC,vC:i,-aka=pa-sa!r
akapasar2,jzd,racapasár,v,RGL;RLC,vC:i,-aka=pa-sa!r
akaprobechar,jzd,racaprobechár,v,RGL;RLC,vC:i,-aka=probe-cha!r
akaracha7,jzd,racarachá',v,EJG;JLC;RLC,vC:i vers,-aka=racha!7
akarrayar,jzd,racarrayár,v,RLC,vC:i,-aka=rra-ya!r
akarretirar,jzd,racarretirár,v,RGL;RLC,vC:i,-aka=rreti-ra!r
akasaa,jzd,racasaa,v,EJG;RLC,vC:i,-aka=saa
akasigura,jzd,racasigurá,v,JLC;RLC,vC:t,-aka=sigu-ra!
akatrasar,jzd,racatrasár,v,JLC;ND;RLC,vC:i,-aka=tra-sa!r
akawara,jzd,racahuara,v,EJG;JLC;RGL;VP,vC:i,-aka=wa-ra
akawati,jzd,racahuatì,v,ND,vC:i vers,-aka=wati*
akawii,jzd,racahuiì,v,VC,vC:i,-aka=wii*
akawiiwi,jzd,racahuiìhuì',v,EJG;JLC;RLC,vC:i,-aka=wii*wi*
akayaxi,jzd,racayaxhi,v,EJG;RGL;VC,vC:i,-aka=yaxi
akaza,jzd,racaza,v,EJG;RLC,vC:i vers,-aka=za
akazheexe,jzd,racaxeexhe',v,EJG;JLC;ND,vC:i vers,-aka=zheexe
akazhiroo,jzd,racaxiroo,v,EJG;JLC;VP,vC:i,-aka=zhi-roo
akazhiinyi,jzd,racaxiiñi',v,RLC,vC:i vers,-aka=zhiinyi
akazhoo,jzd,racaxoo,v,EJG;JLC;RGL;RLC,vC:i vers,-aka=zhoo
akazhu,jzd,racaxu,v,EJG;JLC;RLC,vC:i vers,-aka=zhu
aku,jzd,racu,v,EJG;JLC;ND;RGL;VP,vC:t,-aku
alla,jzd,rala,v,EJG;JLC;ND;RGL;RLC;VP,vC:i,-alla
allalu,jzd,rala lu,v,EJG;RLC;VC,vC:i,-alla # lu
allazee,jzd,ralazee,v,EJG;RGL,vC:i,-alla=zee
alle,jzd,ralè,v,EJG;JLC;ND;RLC;VP,vC:i,-alle*
alleati,jzd,ralè rati,v,EJG;JLC;RLC,vC:i,-alle* # -ati
allesee,jzd,ralèsee,v,EJG;JLC;ND;RLC;VP,vC:i,-alle*=see
anda1,jzd,randà,v,EJG;JLC;ND;RLC;VP,vC:i,-anda*
anda2,jzd,randà,v,EJG;JLC;ND;RGL;RLC;VP,vC:i,-anda*
anda3,jzd,randà,v,EJG;JLC;ND;RLC;VP,vC:a,-anda*
andadyaga,jzd,randàdiaga,v,VC,vC:i,-anda*=dyaga
annadiinye,jzd,rannà diiñe',v,RLC,vC:t,-anna* # diinye
annadxiibi,jzd,rannà dxiìbì',v,EJG;JLC;RLC,vC:t,-anna* # dxii*bi*
anna1,jzd,rannà,v,EJG;JLC;ND;RGL;RLC,vC:t,-anna*
anna2,jzd,rannà,v,EJG;ND;RLC,vC:t,-anna*
annadyaga,jzd,rannàdiaga,v,ND;RLC;VC,vC:t,-anna*=dyaga
annaga,jzd,rannàga,v,EJG;RLC,vC:t,-anna*=ga
annalu,jzd,rannàlu,v,EJG;RLC,vC:t,-anna*=lu
annaxii,jzd,rannàxhiì,v,EJG;JLC;ND;VP,vC:t,-anna*=xii*
apa,jzd,rapa,v,EJG;JLC;ND;RLC;VP,vC:t,-apa
apabyaani,jzd,rapa biaani',v,EJG;JLC;ND;VC,vC:t,-apa # b.y.aani
apapaskwa,jzd,rapa pàscua,v,RLC,vC:t,-apa # pa*skwa
apa-2,jzd,rapà,v,EJG;JLC;ND;VP,vC:t,-apa*
apagendabyaani,jzd,rapà guendabiaani',v,EJG,vC:t,-apa* # genda+ b.y.aani
apalu,jzd,rapàlu,v,EJG;VC,vC:t,-apa*=lu
asi,jzd,rasi,v,EJG;JLC;ND;RGL;RLC;VP,vC:i,-asi
asinextobi,jzd,rasinè xtóbi,v,JLC,vC:i,-asi=ne* # x.to!bi
ati,jzd,rati,v,JLC;ND;RGL;RLC;VP,vC:i,-ati
atibani,jzd,rati ribanì,v,EJG;ND,vC:i,-ati # -bani*
atibeewu,jzd,rati beeù',v,JLC;RGL;RLC,vC:i,-ati # beewu*
atigiigu,jzd,rati guiigu',v,EJG;JLC;ND;VP,vC:i,-ati # giigu
atinisa,jzd,ratì nisa,v,EJG;JLC;ND;RLC;VP,vC:i,-ati* # nisa
atigubinya,jzd,ratìgubiña,v,EJG;VC,vC:i,-ati*=gu-binya
atide,jzd,ratide,v,EJG;JLC;ND;RLC,vC:i,-ati=de
atinaadxi,jzd,ratinaadxi',v,EJG;ND,vC:i,-ati=naadxi
atiriluzhe,jzd,ratiriluxe,v,EJG;JLC;ND;RLC,vC:i,-ati=ri-luzhe
atiwaa,jzd,ratihuaa,v,EJG;RLC,vC:i,-ati=waa
atixxyee,jzd,ratixhiee,v,EJG;JLC;ND;RGL;RLC;VP,vC:i,-ati=x.xyee
atizheexe,jzd,ratixeexhe',v,EJG;JLC;ND,vC:i,-ati=zheexe
atizhyana,jzd,ratixiana,v,EJG;JLC,vC:i,-ati=zhyana
atizi7,jzd,ratizì',v,EJG;JLC;ND;RLC;VP,vC:i,-ati=zi*7
awi,jzd,rahuì,v,EJG;JLC;ND;RLC;RLL;VC;VP,vC:t,-awi*
awinisa,jzd,rahuì nisa,v,EJG;RLC;VC,vC:t,-awi* # nisa
axa,jzd,raxha,v,EJG;JLC;ND;RGL;RLC;VP,vC:t,-axa
axadela7dxido7,jzd,raxha de la'dxi'do',v,RLC,vC:t,-axa # de+ la7dxi=do7
axadexku,jzd,raxha de xcu,v,JLC,vC:t,-axa # de+ x.ku
axabelle,jzd,raxhabele,v,RLC,vC:i,-axa=belle
axaike,jzd,raxhaique,v,JLC;VC,vC:i,-axa=ike
axalu,jzd,raxhalu,v,VC,vC:i,-axa=lu
axane,jzd,raxhanè,v,RGL,vC:t,-axa=ne*
axanyee,jzd,raxhañee,v,ND;RLC;VC,vC:i,-axa=nyee
axaxtuxu,jzd,raxhaxtuxhu,v,RLC,vC:i,-axa=x.tuxu
aze,jzd,raze,v,EJG;JLC;ND;RLC;VP,vC:i,-aze
azebiga7,jzd,raze biga',v,EJG;JLC;RGL;RLC,vC:i,-aze # bi-ga7
ba7ki,jzd,riba'qui',v,EJG;JLC;ND;RLC;VP,vD(p>l):t,-b.a7ki
ba7kitile7,jzd,riba'qui' (ti) le',v,JLC,vD(p>l):t,-b.a7ki # (ti+) le7
ba7kidiidxaza,jzd,riba'qui' diidxaza,v,JLC,vD(p>l):t,-b.a7ki # diidxa=za
ba7kidxi,jzd,riba'qui' dxi,v,EJG,vD(p>l):t,-b.a7ki # dxi
ba7kidxita,jzd,riba'qui' dxita,v,JLC,vD(p>l):t,-b.a7ki # dxita
ba7kigi,jzd,riba'qui' gui,v,EJG,vD(p>l):t,-b.a7ki # gi
ba7kilari,jzd,riba'qui' lari,v,EJG;JLC,vD(p>l):t,-b.a7ki # lari
ba7kimezha7,jzd,riba'qui' mexá',v,JLC,vD(p>l):t,-b.a7ki # mezha!7
ba7kixti7,jzd,riba'qui' xtì',v,RLC,vD(p>l):t,-b.a7ki # x.ti*7
ba7kibya7,jzd,riba'qui'bia',v,JLC;RLC,vD(p>l):t,-b.a7ki=bya7
ba7kichaawi,jzd,riba'qui'chaahui',v,JLC;RLC,vD(p>l):t,-b.a7ki=chaawi
ba7kigudaa,jzd,riba'qui'gudaà,v,JLC;VC,vD(p>l):t,-b.a7ki=gu-daa*
ba7kiike,jzd,riba'qui'ique',v,EJG;RLC,vD(p>l):t,-b.a7ki=ike
ba7kikwe7,jzd,riba'qui'cue',v,EJG;ND;RLC,vD(p>l):a,-b.a7ki=kwe7
ba7kila,jzd,riba'qui'la,v,JLC;RLC,vD(p>l):t,-b.a7ki=la
ba7kilu,jzd,riba'qui'lu,v,EJG,vD(p>l):t,-b.a7ki=lu
ba7kina,jzd,riba'qui'na,v,EJG;ND,vD(p>l):t,-b.a7ki=na
ba7kineza,jzd,riba'qui'neza,v,JLC;RLC,vD(p>l):t,-b.a7ki=neza
ba7kirilu,jzd,riba'qui'rilu,v,EJG;ND;RLC,vD(p>l):t,-b.a7ki=ri+ lu
ba7kisa,jzd,riba'qui'sa,v,EJG;JLC;RLC,vD(p>l):t,-b.a7ki=sa
ba7kita7,jzd,riba'qui'ta',v,EJG,vD(p>l):t,-b.a7ki=ta7
ba7kixti,jzd,riba'qui'xti,v,EJG;RLC,vD(p>l):t,-b.a7ki=x.ti
ba7na,jzd,riba'na',v,EJG;JLC;ND;RGL;VP,vD(p>l):t,-b.a7na
ba7nana7,jzd,riba'na'nà',v,EJG;RLC,vD(p>l):i,-b.a7na=na*7
bagu,jzd,ribagu,v,EJG;JLC;VP,vD(p>l):t,-b.agu
bagugiiche,jzd,ribagu guiichè',v,EJG,vD(p>l):i,-b.agu # giiche*
